customer_id,customer_tenure,customer_location,customer_type,order_id,order_date,order_value,payment_method,order_frequency,discount_applied,return_status,product_category,product_sku,size,inventory_status,source,engagement_score
CUST00062,50,Chennai,Returning,ORD000062,13/09/2023,3730.72,UPI,7,0,Yes,T-Shirts,SKU0062,XXL,In Stock,Facebook Ads,99
CUST00063,58,Chennai,Returning,ORD000063,18/02/2023,4155.57,COD,6,30,No,Jeans,SKU0063,M,In Stock,Email Marketing,95
CUST00064,9,Hyderabad,New,ORD000064,03/06/2023,2698.85,COD,8,15,No,T-Shirts,SKU0064,S,In Stock,Email Marketing,0
CUST00065,26,Delhi,Returning,ORD000065,28/08/2023,2736.04,Net Banking,4,15,No,Dresses,SKU0065,XXL,In Stock,Word of Mouth,56
CUST00066,53,Jaipur,Returning,ORD000066,28/05/2023,5096.98,Net Banking,1,15,No,Sweatshirts,SKU0066,M,In Stock,Instagram,52
CUST00067,2,Mumbai,New,ORD000067,25/05/2023,1932.56,Credit Card,7,0,No,Sweatshirts,SKU0067,XL,In Stock,Email Marketing,15
CUST00068,20,Delhi,Returning,ORD000068,29/09/2023,3320.17,COD,3,0,No,Jackets,SKU0068,XL,In Stock,Google Ads,50
CUST00069,28,Mumbai,Returning,ORD000069,22/06/2023,2100.64,UPI,6,20,No,Shirts,SKU0069,XXL,In Stock,Facebook Ads,74
CUST00070,47,Hyderabad,Returning,ORD000070,25/03/2023,2097.05,COD,2,5,No,Dresses,SKU0070,M,In Stock,Google Ads,89
CUST00071,60,Hyderabad,Returning,ORD000071,25/08/2023,746.66,Credit Card,9,40,No,Jackets,SKU0071,XL,Out of Stock,Facebook Ads,54
CUST00072,7,Jaipur,New,ORD000072,25/01/2023,1386.23,Net Banking,1,10,No,T-Shirts,SKU0072,XXL,In Stock,Word of Mouth,0
CUST00073,44,Chennai,Returning,ORD000073,13/11/2023,1107.6,Net Banking,6,0,No,T-Shirts,SKU0073,XL,In Stock,Email Marketing,89
CUST00074,8,Delhi,New,ORD000074,09/07/2023,3391.55,Credit Card,6,25,No,Sweatshirts,SKU0074,XL,In Stock,Instagram,27
CUST00075,47,Kolkata,Returning,ORD000075,18/09/2023,4060.31,UPI,5,0,No,Jackets,SKU0075,XL,In Stock,Email Marketing,52
CUST00076,35,Chennai,Returning,ORD000076,26/11/2023,2357.87,Net Banking,5,15,No,Sweatshirts,SKU0076,L,In Stock,Facebook Ads,57
CUST00077,14,Delhi,Returning,ORD000077,21/09/2023,2844.44,Wallet,1,20,Yes,Jeans,SKU0077,M,Out of Stock,Instagram,72
CUST00078,17,Chennai,Returning,ORD000078,03/05/2023,2271.29,Net Banking,5,40,No,Sweatshirts,SKU0078,XXL,In Stock,Email Marketing,59
CUST00079,36,Kolkata,Returning,ORD000079,08/01/2023,1283.84,Wallet,2,25,No,Jeans,SKU0079,XXL,In Stock,Instagram,58
CUST00080,50,Bangalore,Returning,ORD000080,30/09/2023,3793.39,Credit Card,7,20,No,T-Shirts,SKU0080,M,In Stock,Facebook Ads,21
CUST00081,40,Bangalore,Returning,ORD000081,20/07/2023,3478.8,Credit Card,3,20,No,Jackets,SKU0081,M,In Stock,Word of Mouth,7
CUST00082,4,Jaipur,New,ORD000082,04/09/2023,500,Net Banking,4,40,No,Jeans,SKU0082,M,In Stock,Word of Mouth,48
CUST00083,2,Bangalore,New,ORD000083,21/03/2023,2075.34,COD,3,0,No,Jackets,SKU0083,M,In Stock,Email Marketing,41
CUST00084,6,Bangalore,New,ORD000084,24/05/2023,1176.96,Wallet,3,0,No,Jackets,SKU0084,S,In Stock,Google Ads,26
CUST00085,54,Pune,Returning,ORD000085,17/08/2023,1913.59,UPI,4,0,No,Jeans,SKU0085,XXL,In Stock,Facebook Ads,38
CUST00086,42,Mumbai,Returning,ORD000086,02/06/2023,1494.35,Net Banking,5,0,No,Shirts,SKU0086,S,In Stock,Email Marketing,82
CUST00087,4,Pune,New,ORD000087,13/12/2023,2430.37,UPI,1,20,Yes,Sweatshirts,SKU0087,XL,In Stock,Email Marketing,24
CUST00088,54,Pune,Returning,ORD000088,30/08/2023,2005.13,Net Banking,4,20,Yes,Jeans,SKU0088,XL,In Stock,Word of Mouth,37
CUST00089,29,Jaipur,Returning,ORD000089,28/07/2023,1973.29,COD,8,15,No,T-Shirts,SKU0089,XXL,In Stock,Instagram,84
CUST00090,18,Pune,Returning,ORD000090,21/02/2023,4161.08,COD,7,0,No,Jackets,SKU0090,XL,In Stock,Facebook Ads,23
CUST00091,26,Bangalore,Returning,ORD000091,19/05/2023,3335.77,COD,9,25,No,Dresses,SKU0091,M,Out of Stock,Instagram,23
CUST00092,44,Kolkata,Returning,ORD000092,25/08/2023,1444.16,COD,5,5,Yes,Jeans,SKU0092,S,In Stock,Facebook Ads,59
CUST00093,34,Jaipur,Returning,ORD000093,29/11/2023,1666.68,Credit Card,4,20,No,Sweatshirts,SKU0093,M,In Stock,Google Ads,82
CUST00094,10,Jaipur,New,ORD000094,06/12/2023,3237.69,Credit Card,8,15,No,Jackets,SKU0094,XL,Out of Stock,Word of Mouth,49
CUST00095,36,Hyderabad,Returning,ORD000095,21/12/2023,3235.63,Wallet,9,5,No,Shirts,SKU0095,S,In Stock,Google Ads,65
CUST00096,14,Jaipur,Returning,ORD000096,10/11/2023,1594.33,UPI,7,0,Yes,T-Shirts,SKU0096,M,In Stock,Email Marketing,13
CUST00097,31,Hyderabad,Returning,ORD000097,22/11/2023,2149.01,Net Banking,7,0,No,Shirts,SKU0097,XXL,In Stock,Word of Mouth,52
CUST00098,48,Jaipur,Returning,ORD000098,27/01/2023,5270.21,Net Banking,5,30,No,Dresses,SKU0098,M,In Stock,Email Marketing,31
CUST00099,15,Mumbai,Returning,ORD000099,28/02/2023,1620.18,Credit Card,4,40,No,Jeans,SKU0099,XL,In Stock,Google Ads,95
CUST00100,8,Bangalore,New,ORD000100,16/01/2023,5366.21,Net Banking,1,20,No,Jackets,SKU0100,S,In Stock,Facebook Ads,91
CUST00101,14,Jaipur,Returning,ORD000101,21/08/2023,4155.5,Credit Card,7,0,No,Jeans,SKU0101,XXL,In Stock,Email Marketing,47
CUST00102,23,Bangalore,Returning,ORD000102,18/03/2023,5088.12,Wallet,1,10,No,Sweatshirts,SKU0102,S,In Stock,Instagram,38
CUST00103,60,Bangalore,Returning,ORD000103,23/11/2023,1556.39,UPI,1,25,No,Jeans,SKU0103,XXL,In Stock,Facebook Ads,39
CUST00104,57,Chennai,Returning,ORD000104,10/10/2023,2247.17,Wallet,5,25,Yes,T-Shirts,SKU0104,S,Out of Stock,Facebook Ads,41
CUST00105,40,Jaipur,Returning,ORD000105,24/08/2023,1826.25,COD,9,0,No,Dresses,SKU0105,XL,In Stock,Google Ads,76
CUST00106,21,Delhi,Returning,ORD000106,04/03/2023,4190.13,COD,6,0,No,Shirts,SKU0106,XXL,In Stock,Google Ads,75
CUST00107,16,Chennai,Returning,ORD000107,25/11/2023,1648.47,COD,3,25,No,Dresses,SKU0107,L,In Stock,Word of Mouth,7
CUST00108,45,Delhi,Returning,ORD000108,31/08/2023,3596.82,Wallet,3,5,No,Jackets,SKU0108,S,In Stock,Word of Mouth,78
CUST00109,18,Bangalore,Returning,ORD000109,07/04/2023,3517.45,Net Banking,7,0,No,Jeans,SKU0109,S,In Stock,Instagram,25
CUST00110,47,Bangalore,Returning,ORD000110,24/09/2023,2427.96,UPI,6,0,No,Jackets,SKU0110,M,In Stock,Facebook Ads,11
CUST00111,53,Chennai,Returning,ORD000111,12/10/2023,4447.99,COD,9,15,Yes,Shirts,SKU0111,XXL,In Stock,Instagram,42
CUST00112,24,Chennai,Returning,ORD000112,22/10/2023,2661.52,COD,6,30,No,Jackets,SKU0112,L,In Stock,Instagram,50
CUST00113,26,Delhi,Returning,ORD000113,20/08/2023,3751.13,COD,5,50,No,Sweatshirts,SKU0113,XL,In Stock,Google Ads,90
CUST00114,25,Hyderabad,Returning,ORD000114,12/05/2023,1757.94,UPI,7,15,No,Dresses,SKU0114,M,In Stock,Instagram,81
CUST00115,60,Delhi,Returning,ORD000115,14/06/2023,1414.84,COD,1,15,No,Shirts,SKU0115,L,In Stock,Instagram,99
CUST00116,60,Chennai,Returning,ORD000116,19/10/2023,3596.72,UPI,7,0,Yes,Shirts,SKU0116,XXL,In Stock,Email Marketing,62
CUST00117,60,Kolkata,Returning,ORD000117,03/11/2023,3146.26,COD,3,15,No,Shirts,SKU0117,L,In Stock,Word of Mouth,48
CUST00118,45,Chennai,Returning,ORD000118,26/09/2023,2864.96,Wallet,9,5,No,T-Shirts,SKU0118,S,Out of Stock,Word of Mouth,26
CUST00119,41,Kolkata,Returning,ORD000119,27/02/2023,1984.47,Wallet,6,20,Yes,Dresses,SKU0119,S,Out of Stock,Facebook Ads,8
CUST00120,29,Mumbai,Returning,ORD000120,22/07/2023,4823.81,UPI,9,5,No,Jackets,SKU0120,M,In Stock,Word of Mouth,38
CUST00121,15,Chennai,Returning,ORD000121,12/03/2023,825.12,Wallet,5,0,No,Shirts,SKU0121,XXL,In Stock,Facebook Ads,64
CUST00122,45,Mumbai,Returning,ORD000122,30/05/2023,742.99,UPI,7,0,Yes,Dresses,SKU0122,XXL,In Stock,Email Marketing,70
CUST00123,1,Hyderabad,New,ORD000123,13/03/2023,3913.25,Wallet,4,5,No,Shirts,SKU0123,L,In Stock,Word of Mouth,89
CUST00124,25,Delhi,Returning,ORD000124,20/12/2023,3790.14,Wallet,7,0,No,Sweatshirts,SKU0124,M,In Stock,Email Marketing,70
CUST00125,7,Kolkata,New,ORD000125,06/04/2023,3030.64,UPI,1,0,No,Sweatshirts,SKU0125,XXL,In Stock,Word of Mouth,6
CUST00126,9,Delhi,New,ORD000126,01/06/2023,2068.07,Net Banking,7,50,No,Sweatshirts,SKU0126,S,In Stock,Word of Mouth,71
CUST00127,24,Mumbai,Returning,ORD000127,24/07/2023,3253.63,Wallet,8,10,Yes,Jeans,SKU0127,L,In Stock,Email Marketing,79
CUST00128,1,Kolkata,New,ORD000128,07/03/2023,5081.25,COD,5,15,Yes,Shirts,SKU0128,XL,In Stock,Instagram,66
CUST00129,44,Delhi,Returning,ORD000129,17/03/2023,6273.32,Net Banking,2,30,No,Jeans,SKU0129,S,In Stock,Instagram,9
CUST00130,8,Chennai,New,ORD000130,20/12/2023,500,UPI,5,50,No,Dresses,SKU0130,M,In Stock,Instagram,70
CUST00131,24,Bangalore,Returning,ORD000131,31/07/2023,1871.62,Net Banking,6,15,No,Jeans,SKU0131,XXL,In Stock,Instagram,84
CUST00132,11,Mumbai,New,ORD000132,19/07/2023,1777.34,Credit Card,2,30,Yes,Dresses,SKU0132,S,In Stock,Word of Mouth,52
CUST00133,51,Delhi,Returning,ORD000133,14/08/2023,4939.78,Credit Card,6,5,No,Dresses,SKU0133,XL,In Stock,Google Ads,100
CUST00134,17,Mumbai,Returning,ORD000134,12/06/2023,500,Wallet,6,5,No,Dresses,SKU0134,XL,In Stock,Email Marketing,94
CUST00135,8,Pune,New,ORD000135,08/05/2023,3270.75,Wallet,1,10,No,Jackets,SKU0135,M,In Stock,Google Ads,86
CUST00136,35,Mumbai,Returning,ORD000136,24/06/2023,2114.78,COD,1,20,No,Jeans,SKU0136,S,Out of Stock,Google Ads,56
CUST00137,35,Kolkata,Returning,ORD000137,15/08/2023,4957.17,Net Banking,3,20,Yes,Jackets,SKU0137,L,In Stock,Facebook Ads,90
CUST00138,33,Pune,Returning,ORD000138,13/08/2023,4751.56,Credit Card,3,5,No,Shirts,SKU0138,S,In Stock,Instagram,85
CUST00139,59,Jaipur,Returning,ORD000139,15/07/2023,3048.26,Wallet,4,0,No,Jeans,SKU0139,XL,In Stock,Word of Mouth,26
CUST00140,5,Kolkata,New,ORD000140,09/08/2023,500,Net Banking,2,20,No,Shirts,SKU0140,M,In Stock,Instagram,53
CUST00141,42,Bangalore,Returning,ORD000141,23/05/2023,1639.17,Wallet,9,0,No,Shirts,SKU0141,M,Out of Stock,Instagram,3
CUST00142,39,Pune,Returning,ORD000142,19/06/2023,1803.41,Wallet,7,15,No,Dresses,SKU0142,L,In Stock,Google Ads,87
CUST00143,58,Jaipur,Returning,ORD000143,18/02/2023,510.32,Credit Card,7,20,No,Jeans,SKU0143,M,In Stock,Facebook Ads,22
CUST00144,41,Chennai,Returning,ORD000144,24/11/2023,4231.88,Credit Card,6,25,No,Shirts,SKU0144,M,In Stock,Instagram,47
CUST00145,28,Mumbai,Returning,ORD000145,09/08/2023,500,Wallet,3,25,No,Sweatshirts,SKU0145,M,In Stock,Email Marketing,82
CUST00146,7,Delhi,New,ORD000146,18/11/2023,5447.99,UPI,6,30,No,Shirts,SKU0146,M,In Stock,Email Marketing,41
CUST00147,9,Hyderabad,New,ORD000147,06/06/2023,5444.23,Wallet,8,10,No,Sweatshirts,SKU0147,M,In Stock,Instagram,2
CUST00148,8,Mumbai,New,ORD000148,27/10/2023,1922.41,Wallet,8,25,No,Jeans,SKU0148,XL,In Stock,Google Ads,90
CUST00149,12,Jaipur,New,ORD000149,20/07/2023,2992.74,COD,9,20,No,Jackets,SKU0149,S,In Stock,Google Ads,2
CUST00150,34,Mumbai,Returning,ORD000150,07/03/2023,2391.57,COD,1,0,No,Jeans,SKU0150,XXL,In Stock,Word of Mouth,27
CUST00151,33,Bangalore,Returning,ORD000151,18/09/2023,3852.74,COD,1,0,No,Jackets,SKU0151,M,In Stock,Facebook Ads,62
CUST00152,48,Chennai,Returning,ORD000152,20/04/2023,4412.02,UPI,3,0,Yes,Jackets,SKU0152,XXL,In Stock,Google Ads,80
CUST00153,55,Hyderabad,Returning,ORD000153,21/04/2023,2887,UPI,3,10,No,Jeans,SKU0153,XXL,In Stock,Word of Mouth,30
CUST00154,23,Pune,Returning,ORD000154,03/09/2023,3203.68,Wallet,8,20,No,Shirts,SKU0154,XL,In Stock,Email Marketing,9
CUST00155,24,Pune,Returning,ORD000155,11/09/2023,1569.09,COD,1,30,No,T-Shirts,SKU0155,M,In Stock,Email Marketing,48
CUST00156,37,Pune,Returning,ORD000156,07/09/2023,3155.07,UPI,2,0,No,Shirts,SKU0156,XXL,In Stock,Email Marketing,85
CUST00157,35,Jaipur,Returning,ORD000157,15/03/2023,2744.14,Credit Card,2,0,No,Shirts,SKU0157,M,In Stock,Instagram,93
CUST00158,44,Kolkata,Returning,ORD000158,01/12/2023,1132.31,Wallet,3,50,No,Dresses,SKU0158,L,In Stock,Facebook Ads,20
CUST00159,40,Kolkata,Returning,ORD000159,07/01/2023,2478.94,Net Banking,6,0,No,Dresses,SKU0159,L,In Stock,Word of Mouth,99
CUST00160,22,Delhi,Returning,ORD000160,17/08/2023,1925.23,Wallet,1,10,No,Shirts,SKU0160,L,In Stock,Facebook Ads,52
CUST00161,27,Hyderabad,Returning,ORD000161,24/02/2023,1585.76,Net Banking,2,15,No,Sweatshirts,SKU0161,XXL,In Stock,Instagram,86
CUST00162,35,Pune,Returning,ORD000162,12/09/2023,780.26,COD,1,15,No,Jackets,SKU0162,L,In Stock,Word of Mouth,75
CUST00163,1,Kolkata,New,ORD000163,02/10/2023,2593.75,Net Banking,5,0,No,Dresses,SKU0163,XL,In Stock,Word of Mouth,88
CUST00164,35,Jaipur,Returning,ORD000164,04/05/2023,1329.29,COD,7,0,Yes,Shirts,SKU0164,XL,In Stock,Google Ads,53
CUST00165,37,Delhi,Returning,ORD000165,20/11/2023,1793.34,Credit Card,8,0,No,T-Shirts,SKU0165,XXL,In Stock,Facebook Ads,56
CUST00166,47,Chennai,Returning,ORD000166,27/06/2023,4112.69,Net Banking,1,15,No,Sweatshirts,SKU0166,M,In Stock,Facebook Ads,19
CUST00167,14,Delhi,Returning,ORD000167,19/08/2023,3448.17,Wallet,7,15,No,Jeans,SKU0167,S,In Stock,Google Ads,48
CUST00168,3,Kolkata,New,ORD000168,31/05/2023,1031.85,COD,5,0,No,Shirts,SKU0168,M,In Stock,Email Marketing,6
CUST00169,1,Bangalore,New,ORD000169,15/04/2023,3027.84,Wallet,1,20,No,Shirts,SKU0169,M,In Stock,Instagram,28
CUST00170,5,Jaipur,New,ORD000170,07/05/2023,2699.17,UPI,3,30,No,Jackets,SKU0170,M,In Stock,Facebook Ads,47
CUST00171,26,Bangalore,Returning,ORD000171,02/01/2023,5052.54,COD,7,0,No,Sweatshirts,SKU0171,M,In Stock,Google Ads,92
CUST00172,55,Pune,Returning,ORD000172,31/10/2023,4574.72,Net Banking,1,10,No,Dresses,SKU0172,S,In Stock,Word of Mouth,12
CUST00173,14,Bangalore,Returning,ORD000173,28/10/2023,500,COD,7,20,No,Dresses,SKU0173,L,Out of Stock,Google Ads,2
CUST00174,39,Pune,Returning,ORD000174,11/06/2023,3791.69,Wallet,5,0,Yes,Dresses,SKU0174,M,Out of Stock,Email Marketing,1
CUST00175,27,Pune,Returning,ORD000175,05/06/2023,4397.8,Credit Card,1,5,No,Jeans,SKU0175,XL,In Stock,Instagram,15
CUST00176,9,Kolkata,New,ORD000176,10/01/2023,3339.04,COD,1,20,No,Sweatshirts,SKU0176,XXL,Out of Stock,Email Marketing,93
CUST00177,15,Bangalore,Returning,ORD000177,11/09/2023,1996.88,Net Banking,1,30,Yes,Sweatshirts,SKU0177,XXL,In Stock,Word of Mouth,5
CUST00178,15,Pune,Returning,ORD000178,24/05/2023,6120.09,UPI,9,30,No,Dresses,SKU0178,XL,In Stock,Word of Mouth,44
CUST00179,26,Hyderabad,Returning,ORD000179,06/09/2023,3477.11,Credit Card,3,15,No,Dresses,SKU0179,M,In Stock,Word of Mouth,70
CUST00180,42,Chennai,Returning,ORD000180,07/04/2023,5464.82,UPI,5,25,Yes,Jackets,SKU0180,S,Out of Stock,Word of Mouth,4
CUST00181,60,Delhi,Returning,ORD000181,24/12/2023,4527.22,COD,9,5,No,T-Shirts,SKU0181,L,In Stock,Google Ads,55
CUST00182,13,Delhi,Returning,ORD000182,11/10/2023,3196.2,Wallet,6,20,No,T-Shirts,SKU0182,XXL,In Stock,Word of Mouth,70
CUST00183,51,Kolkata,Returning,ORD000183,06/03/2023,1630.45,Wallet,9,10,Yes,Shirts,SKU0183,L,In Stock,Word of Mouth,97
CUST00184,32,Bangalore,Returning,ORD000184,30/05/2023,2463.84,Net Banking,8,0,No,Shirts,SKU0184,S,In Stock,Google Ads,31
CUST00185,39,Bangalore,Returning,ORD000185,19/07/2023,2167.13,Wallet,8,25,No,Sweatshirts,SKU0185,XXL,In Stock,Word of Mouth,48
